WKN;ARIVA_NAME;UNTERNEHMENSPROFIL
LS1LUS;lang_schwarz-aktie;Lang & Die Schwarz Aktiengesellschaft ist über ihre Tochtergesellschaften in der Entwicklung und Emission von derivativen Finanzinstrumenten in Deutschland tätig. Das Unternehmen betreibt eine Plattform für den außerbörslichen Handel (OTC), die den Handel mit Aktien, Fonds, Anleihen und ETPs sowie seinen Produkten ermöglicht, LS Exchange, ein elektronisches Handelssystem, und bietet IT-Hardware- und Softwaredienstleistungen an. Lang & Schwarz Aktiengesellschaft wurde 1996 gegründet und hat ihren Hauptsitz in Düsseldorf, Deutschland.
661403;mineralbrunnen_ueberkingen_vz-aktie;Die Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA, gegründet 1923 in der Rechtsform der Aktiengesellschaft, ist ein börsennotiertes Markenunternehmen im alkoholfreien Getränkemarkt mit Sitz in Bad Teinach-Zavelstein/Baden-Württemberg. Aufbauend auf starken Regionalmarken in Süddeutschland (Teinacher, Krumbach, Hirschquelle u.a.) und nationalen Gastronomie- und Spezialitätenmarken (afri, Bluna, Niehoffs Vaihinger, Klindworth u.a.) bietet der Konzern als klassischer Markenanbieter im gehobenen Preissegment ein umfassendes Marken- und Produktportfolio in den Bereichen Mineralwasser, Heilwasser, Erfrischungsgetränke und Fruchtsäfte an. Der Konzern umfasst die Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA als Holdinggesellschaft, eine 45-prozentige Beteiligung an der Karlsberg Service GmbH, Homburg (Saarpfalz) und die Mineralbrunnen Überkingen-Teinach Beteiligungs GmbH, in der die operativen Tochtergesellschaften Mineralbrunnen Teinach GmbH, Mineralbrunnen Krumbach GmbH, Niehoffs Vaihinger Fruchtsaft GmbH und KAMPOS Vertriebs GmbH gebündelt sind. Copyright 2021 facunda financial data GmbH
A0LR9G;exasol-aktie;Die Exasol AG entwickelt Datenbanken für Analytik und Data Warehousing in Deutschland, Österreich, der Schweiz, Großbritannien, Nordamerika und international. Das Unternehmen bietet Lösungen für die Bereiche Einzelhandel und E-Commerce, Finanzanalyse und Gesundheitswesen. Das Unternehmen wurde im Jahr 2000 gegründet und hat seinen Hauptsitz in Nürnberg, Deutschland.
784686;viscom-aktie;Die Viscom AG entwickelt, fertigt und vertreibt automatische Inspektionssysteme in Europa, Amerika, Asien und international. Das Unternehmen bietet Lotpasten-, optische, Conformal Coating-, Röntgen-, Batterie- und Bondinspektionssysteme sowie Softwarelösungen an. Das Unternehmen bietet auch Umbau- und Modernisierungsdienste sowie Anwendungsunterstützung, Schulungen und Wartungsdienste an. Die Inspektionslösungen des Unternehmens kommen in verschiedenen Branchen zum Einsatz, beispielsweise in der Automobilelektronik, der Luft- und Raumfahrttechnik, der Industrie- und Unterhaltungselektronik, der Medizintechnik, der Telekommunikation und der Energiespeicherung. Das Unternehmen wurde 1984 gegründet und hat seinen Hauptsitz in Hannover, Deutschland. Die Viscom AG ist eine Tochtergesellschaft der HPC Vermögensverwaltung GmbH.
694280;scherzer_co-aktie;Scherzer & Co. AG ist ein börsennotierter Vermögensverwalter. Das Unternehmen bietet seine Dienstleistungen institutionellen und privaten Anlegern an. Das Unternehmen konzentriert sich auf wachstumsstarke Unternehmen, die über ein nachhaltiges Geschäftsmodell verfügen. Scherzer & Co. AG wurde 1880 gegründet und hat ihren Sitz in Köln, Deutschland.
856244;diebold-aktie;"Diebold Nixdorf, Incorporated bietet Finanzinstituten und Einzelhändlern in Westeuropa, Osteuropa, Asien, dem Nahen Osten, Afrika, den Vereinigten Staaten, Kanada, Mexiko und Lateinamerika Connected-Commerce-Lösungen an. Das Unternehmen ist in den Segmenten Eurasia Banking, Americas Banking und Retail tätig. Das Unternehmen bietet Cash-Recycler und Geldautomaten, intelligente Einzahlungsterminals, Automatisierungswerkzeuge für Kassierer und Kiosktechnologien sowie physische Sicherheitslösungen und Front-End-Anwendungen für Kundenanschlüsse und Back-End-Plattformen, die Kanaltransaktionen, Abläufe und Integration verwalten und Omnichannel-Transaktionen, Endpunktüberwachung, Fernverwaltung von Vermögenswerten, Kundenmarketing, Warenwirtschaft und Analysen erleichtern. Darüber hinaus bietet das Unternehmen produktbezogene Bankdienstleistungen an, die eine proaktive Überwachung und eine schnelle Lösung von Problemen durch Fernwartungsfunktionen oder einen Besuch vor Ort umfassen; First- und Second-Line-Wartung, vorbeugende Wartung und On-Demand-Services; Managed- und Outsourcing-Services wie Geschäftsprozesse, Lösungsmanagement, Upgrades und Transaktionsverarbeitung sowie Cash-Management-Services. Darüber hinaus bietet das Unternehmen die Software-Suite DN Vynamic zur Vereinfachung und Verbesserung des Kundenerlebnisses, mobile POS- und Self-Checkout-Terminals, Drucker, Waagen und mobile Scanner sowie Banknoten- und Münzbearbeitungssysteme. Darüber hinaus bietet das Unternehmen Einzelhandelskunden produktbezogene Dienstleistungen wie On-Demand- und Professional Services, Wartungs- und Verfügbarkeitsdienste, Implementierungsdienste, Managed-Mobility-Services, Überwachung und fortschrittliche Analysen sowie Store-Lifecycle-Management-Services. Das Unternehmen war früher als Diebold, Incorporated bekannt und änderte im Dezember 2016 seinen Namen in Diebold Nixdorf, Incorporated. Diebold Nixdorf, Incorporated wurde 1859 gegründet und hat seinen Hauptsitz in Hudson, Ohio."
576550;sino-aktie;Die sino AG ist ein in Deutschland ansässiges Finanzdienstleistungsinstitut und hat sich auf die Abwicklung von Wertpapiergeschäften für Privatkunden in Deutschland spezialisiert. Der Tätigkeitsschwerpunkt des Konzerns liegt in der Entgegennahme und Weiterleitung von Wertpapierfonds mit dem Fokus auf Heavy Trader. Hauptaugenmerk des Unternehmens ist die intensive Betreuung einer kleinen Anzahl von Privatkunden. Die angebotene Trading-Plattform ist nach dem neuesten Stand der Technik konzipiert und bietet den Kunden Funktionalität und Stabilität. Kurze Innovationszyklen sollen dabei die jeweiligen wirtschaftlichen Interessen der Kunden und Aktionäre wahren. Die sino AG fokussiert ihr Geschäft damit einzig auf die Anlage- und Abschlussvermittlung und führt keine Eigengeschäfte durch. Copyright 2021 facunda financial data GmbH
A0NK3W;sparta-aktie;Die SPARTA AG beteiligt sich als Investmenthaus schwerpunktmäßig an börsennotierten, substanzstarken deutschen und schweizerischen Wertpapieren. Im Zuge dieser Unternehmensbeteiligungen und -übernahmen bietet SPARTA für mittelständische, börsennotierte Gesellschaften Corporate Finance Beratungsleistungen zur Entwicklung einer kapitalmarktgerechten Unternehmensstruktur und Strategie an. Copyright 2021 facunda financial data GmbH
812820;dialight-aktie;Dialight plc entwickelt, produziert und vertreibt zusammen mit seinen Tochtergesellschaften hauptsächlich LED-Beleuchtungslösungen für den Einsatz in gefährlichen und industriellen Anwendungen in Nordamerika, EMEA und international. Das Unternehmen ist in zwei Segmenten tätig: Beleuchtung und Signals & Komponenten. Es bietet hohe und niedrige Buchten und hohe Leistungen, Förderband-, Straßen-, Flächen- und Flutlichter, lineare LED-Leuchten, wie z. B. lineare Niederquerschnitts-/Oberrohrleuchten, lineare Edelstahlleuchten, lineare Leuchten aus glasfaserverstärktem Polyester, lineare Batterie-Backup-Leuchten und durchgängige lineare Leuchten, sowie Wandhalterungen/Bulkheads. Das Unternehmen bietet auch Beleuchtungsprodukte für Kontrollsysteme und Hindernislösungen an. Darüber hinaus bietet es Signale und Komponenten, wie z. B. Anzeiger für den Schalttafeleinbau und Leiterplatten, sowie Produkte für den Verkehr, Fahrzeuge und Schienenfahrzeuge. Das Unternehmen beliefert den Bergbau, die Schwerindustrie, die Öl- und Gasindustrie, die petrochemische Industrie, die Energieerzeugung, die Papier- und Zellstoffindustrie, die Lebensmittel- und Getränkeindustrie sowie den Verkehrs- und Signalsektor. Dialight plc wurde 1938 gegründet und hat seinen Hauptsitz in London, Vereinigtes Königreich.
A16123;ekotechnika-aktie;Die Ekotechnika AG vertreibt internationale Landmaschinen in Russland. Das Unternehmen bietet Traktoren, selbstfahrende Feldhäcksler und gezogene Geräte an und entwickelt intelligente Landwirtschaftstechnologien. Das Unternehmen vertreibt auch Ersatzteile und bietet Wartungs- und Reparaturdienste für technische Defekte an. Das Unternehmen beliefert Landwirte in Zentralrussland, Woronesch, Sibirien, im Nordwesten und im Altai. Das Unternehmen wurde 1996 gegründet und hat seinen Hauptsitz in Walldorf, Deutschland. Die Ekotechnika AG ist eine Tochtergesellschaft der Ekotechnika-Holding GmbH.
A0M6P5;pannergy_nyrt-aktie;PannErgy Nyrt. ist eine ungarische Holdinggesellschaft, die unter ihrem Dach verschiedene Energiekonzerne organisiert. Das Hauptgeschäft der Unternehmensgruppe ist die Förderung und Bereitstellung von Energie aus Erdwärme. Zudem sind einzelne Unternehmen der Gruppe im Bereich Vermögensverwaltung und der Verpackungsindustrie tätig. Neben Tochtergesellschaften in Ungarn besitzt der Konzern Beteiligungen in Rumänien, der Ukraine und Serbien. Hierzu gehören unter anderem: Unical SRL, Interagropak TOV, Unionplast DOO, Kuala Ingatlanhasznosító Kft., Pannunion Packaging Plc. oder Gödöllöi Geotermia Zrt. Die Unternehmensgruppe besitzt eigene Geothermie-Förderanlagen und arbeitet hier mit der sogenannten „Kalina“-Technologie, mit deren Hilfe Strom auch aus Geothermalgebieten mit geringer Wärme gewonnen werden kann. Neben Dampfkraftwerken besitzt die Unternehmensgruppe auch binäre Kraftwerke. Copyright 2021 facunda financial data GmbH
A289V0;mph_health_care-aktie;Der strategische Fokus der Aktivitäten der MPH Health Care AG liegt auf Unternehmen aus den wachstumsstarken Segmenten des Gesundheitsmarktes und der Immobilienwirtschaft. Der Gesundheitsmarkt schließt sowohl die durch Krankenversicherungen finanzierten Segmente („erster Gesundheitsmarkt“) als auch die privat finanzierten Segmente ein (sogenannter „zweiter Gesundheitsmarkt“). Dabei arbeitet die Gesellschaft partnerschaftlich mit den Portfolio-Unternehmen zusammen. Ziel ist es, durch aktive Weiterentwicklung ein profitables Wachstum der Unternehmen zu generieren und damit nicht nur den Wert des jeweiligen Portfoliounternehmens selbst, sondern auch den Unternehmenswert der MPH Health Care AG zu steigern. Die MPH Health Care AG ist jedoch nicht ausschließlich auf den Gesundheits- und Immobilienmarkt fokussiert. Copyright 2021 facunda financial data GmbH
517800;softing-aktie;Die Softing AG entwickelt weltweit Software-, Hardware- und Systemlösungen. Das Unternehmen ist in drei Segmenten tätig: Industrial, Automotive und IT Networks. Das Unternehmen bietet industrielle Kommunikationslösungen und -produkte für die Fertigungs- und Prozessindustrie an. Dazu gehören Produkte und Dienstleistungen für integrierte Kommunikationsfunktionen in Automatisierungssystemen und -geräten wie PROFIBUS, PROFINET, EthernetIP, EtherCAT, Powerlink, Modbus, CAN, CANopen, DeviceNet, FOUNDATION Fieldbus und HART, Schnittstellenkarten, Integrationsmodule, Chiplösungen und Kommunikationssoftware zur Realisierung von Busanbindungen, Gateways zur Feldbusanbindung sowie konzernweite Planungs- und Verwaltungssysteme. Hinzu kommen Werkzeuge zur Konfiguration von Netzwerken, Toolkits zur Integration von Konfigurationsfunktionen, Werkzeuge und Geräte zur Signal- und Protokollanalyse von industriellen Kommunikationsnetzwerken sowie OPC-Server, OPC-Middleware und Entwicklungswerkzeuge. Darüber hinaus bietet das Unternehmen Fahrzeugadapter und Datenbusschnittstellen mit Schnittstellen, verschiedenen PC-Anbindungen, Programmierschnittstellen und kundenspezifischen Anpassungen sowie Beratungs- und Ingenieurdienstleistungen vor Ort und spezielle Lösungen für Entwicklung/Test, Produktion und Service. Hinzu kommen Diagnoselösungen und -server sowie kundenspezifische und proprietäre Analysetools, Software-Schnittstellen für die Testautomatisierung, Editier- und Laufzeitsysteme und kundenspezifische Prüfplätze sowie Lösungen für die Flash-Programmierung von Steuergeräten und Geräte zur Simulation von elektronischen Steuergeräten und Restbussystemen. Hinzu kommen kundenspezifische Soft- und Hardwareentwicklungen für Datenkommunikations-/Diagnose-/Testsysteme, Vor-Ort-Kundensupport, Messtechnik und Automatisierungssysteme sowie Prüf-, Qualifizierungs- und Zertifizierungsleistungen für Verkabelungen in IT-Systemen. Die Softing AG wurde 1979 gegründet und hat ihren Hauptsitz in Haar, Deutschland.
621468;mueller_die_lila_logistik-aktie;Müller - Die lila Logistik SE erbringt Logistikdienstleistungen in Deutschland. Das Unternehmen ist in den Segmenten Lila Operating und Lila Real Estate tätig. Es bietet Logistiklösungen, wie Lieferung, Lagerung und Montage, und Immobilienflächen für die Erbringung von Dienstleistungen, einschließlich Entwicklung, Bau, Verwaltung und Optimierung. Das Unternehmen bedient die Branchen Automotive, Medizin und Pharma, Konsumgüter, Industrie und Elektronik. Die Müller - Die lila Logistik SE wurde 1991 gegründet und hat ihren Hauptsitz in Besigheim, Deutschland.
121806;finlab-aktie;FinLab AG ist eine Risikokapitalgesellschaft, die sich auf Wachstumskapital, Frühphasen- und Folgeinvestitionen in Fintech-Unternehmen spezialisiert hat. Das Unternehmen neigt auch dazu, Dachfondsinvestitionen in Risikokapitalfonds zu tätigen. Sie investiert bevorzugt in die Bereiche Blockchain, Online-Finanzdienstleistungen, Finanztechnologie und Software. Das Unternehmen strebt Investitionen in Deutschland, Europa und weltweit an, vor allem in den Vereinigten Staaten und Asien. Für Dachfondsinvestitionen strebt das Unternehmen Investitionen in Fonds an, die auf Fintech-Unternehmen spezialisiert sind, insbesondere in den USA und Asien. Es zieht auch Ko-Investitionen in Betracht. Das Unternehmen tätigt sowohl Minderheits- als auch Mehrheitsinvestitionen in Risikokapital. Die FinLab AG wurde im Jahr 2003 gegründet und hat ihren Sitz in Frankfurt am Main, Deutschland.
A0L1NN;heliad_equity_partners-aktie;"Heliad Equity Partners GmbH & Co. KGaA ist ein Evergreen-Fonds und hat sich auf Investitionen in Buyouts, Wachstumsphasen und Sondersituationen spezialisiert. Der Fonds investiert typischerweise in die Bereiche Gesundheitswesen, Finanzdienstleistungen, Unternehmensdienstleistungen, Logistik, Unterhaltung und den gesamten Dienstleistungssektor. Er investiert bevorzugt in mittelständische Unternehmen mit Sitz im deutschsprachigen Raum. Der Fonds strebt Investitionen in Unternehmen mit einem Umsatz zwischen ""10 Millionen ($12,3 Millionen) und ""150 Millionen ($184,74 Millionen) an. Er übernimmt bevorzugt Mehrheits- und kontrollierende Minderheitsbeteiligungen an börsennotierten und nicht börsennotierten Unternehmen."
750100;ttl_beteiligungs_und_grundbesitz-aktie;Die TTL Beteiligungs- und Grundbesitz-AG ist eine Beteiligungsgesellschaft, die auf dem Markt für Gewerbeimmobilien tätig ist. Das Unternehmen wurde 1977 gegründet und hat seinen Sitz in München, Deutschland. Die TTL Beteiligungs- und Grundbesitz-AG ist eine Tochtergesellschaft der AR Holding GmbH.
A1CT6Y;supergroup-aktie;Superdry plc entwirft, produziert, vermarktet und verkauft Kleidung, Schuhe und Accessoires hauptsächlich unter der Marke Superdry für Männer und Frauen im Vereinigten Königreich und international. Das Unternehmen ist in den Segmenten Einzelhandel und Großhandel tätig. Das Unternehmen betreibt Läden, Konzessionen, verschiedene Internetseiten, unabhängige Multimarken- und Vertriebsunternehmen, Franchise- und Lizenzgeschäfte. Das Unternehmen betreibt 220 eigene, 479 Franchise- und Lizenzgeschäfte sowie 21 internationale Websites. Das Unternehmen war früher unter dem Namen SuperGroup Plc bekannt und änderte im Januar 2018 seinen Namen in Superdry plc. Superdry plc wurde 1985 gegründet und hat seinen Sitz in Cheltenham, Vereinigtes Königreich.
